FID,datelastmodified,institutioncode,collectioncode,datacenter_reference,catalognumber,scientificname,longitude,latitude,basisofrecord,datecollected,yearcollected,monthcollected,daycollected,timeofday,timezone,coordinateprecision,observedindividualcount,collector,julianday,locality,animal_origin,stock,sex,life_stage,age,age_units,weight,weight_units,length,length_type,length_units,vernacularname,aphiaid,tsn,authorityaccepted,kingdom,phylum,classname,ordername,family,genus,subgenus,species,subspecies,the_geom
animals.fid--28644f0b_19c77057946_-4152,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0030,Gadus morhua,-58.98445,46.18163,O,2018-04-24T19:04:00,2018,4,24,19.06666667,UTC,,1,BEN ZISSERSON,114,ST.ANNS BANK MPA,W,4Vn,U,,,,,,0.465,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.18163 -58.98445)
animals.fid--28644f0b_19c77057946_-4151,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0031,Gadus morhua,-58.99593,46.17395,O,2018-04-24T19:04:00,2018,4,24,19.06666667,UTC,,1,BEN ZISSERSON,114,ST.ANNS BANK MPA,W,4Vn,U,,,,,,0.5,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.17395 -58.99593)
animals.fid--28644f0b_19c77057946_-4150,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0032,Gadus morhua,-59.00052,46.15535,O,2018-04-24T20:30:00,2018,4,24,20.5,UTC,,1,BEN ZISSERSON,114,ST.ANNS BANK MPA,,,U,,,,,,0.41,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.15535 -59.00052)
animals.fid--28644f0b_19c77057946_-414f,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261761-2022-12-05,Gadus morhua,-59.1446,45.5834,O,2022-12-05T20:16:00,2022,12,5,20.26666667,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.48,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5834 -59.1446)
animals.fid--28644f0b_19c77057946_-414e,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261760-2022-12-05,Gadus morhua,-59.1444,45.5837,O,2022-12-05T20:16:00,2022,12,5,20.26666667,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.47,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5837 -59.1444)
animals.fid--28644f0b_19c77057946_-414d,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261762-2022-12-05,Gadus morhua,-59.145,45.5828,O,2022-12-05T20:12:00,2022,12,5,20.2,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.44,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5828 -59.145)
animals.fid--28644f0b_19c77057946_-414c,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261753-2022-12-05,Gadus morhua,-59.145,45.5828,O,2022-12-05T20:12:00,2022,12,5,20.2,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.5,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5828 -59.145)
animals.fid--28644f0b_19c77057946_-414b,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283907-2022-12-05,Hippoglossus hippoglossus,-59.1585,45.5717,O,2022-12-05T18:21:00,2022,12,5,18.35,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.87,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.5717 -59.1585)
animals.fid--28644f0b_19c77057946_-414a,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283911-2022-12-06,Hippoglossus hippoglossus,-59.1235,45.5789,O,2022-12-06T00:31:00,2022,12,6,0.51666667,UTC,,1,BEN_ZISSERSON,340,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.13,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.5789 -59.1235)
animals.fid--28644f0b_19c77057946_-4149,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283924-2022-12-05,Hippoglossus hippoglossus,-59.1128,45.5877,O,2022-12-05T23:09:00,2022,12,5,23.15,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.19,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.5877 -59.1128)
animals.fid--28644f0b_19c77057946_-4148,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283925-2022-12-05,Hippoglossus hippoglossus,-59.1234,45.5872,O,2022-12-05T22:10:00,2022,12,5,22.16666667,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.47,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.5872 -59.1234)
animals.fid--28644f0b_19c77057946_-4147,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283906-2022-12-05,Hippoglossus hippoglossus,-59.1427,45.5844,O,2022-12-05T20:01:00,2022,12,5,20.01666667,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.38,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.5844 -59.1427)
animals.fid--28644f0b_19c77057946_-4146,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-HIP-02-2023-10-05,Hippoglossus hippoglossus,-59.2381,45.97263333,O,2023-10-05T14:45:00,2023,10,5,14.75,UTC,,1,HARRI PETTITT-WADE,278,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.4,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.9726333333333 -59.2381)
animals.fid--28644f0b_19c77057946_-4145,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283892-2022-11-01,Hippoglossus hippoglossus,-59.1795,45.57261,O,2022-11-01T04:20:00,2022,11,1,4.33333333,UTC,,1,BEN_ZISSERSON,305,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.06,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.57261 -59.1795)
animals.fid--28644f0b_19c77057946_-4144,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283889-2022-11-01,Hippoglossus hippoglossus,-59.26846,45.5588,O,2022-11-01T04:21:00,2022,11,1,4.35,UTC,,1,BEN_ZISSERSON,305,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.1,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.5588 -59.26846)
animals.fid--28644f0b_19c77057946_-4143,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283887-2022-11-01,Hippoglossus hippoglossus,-59.27132,45.55927,O,2022-11-01T04:22:00,2022,11,1,4.36666667,UTC,,1,BEN_ZISSERSON,305,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.89,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.55927 -59.27132)
animals.fid--28644f0b_19c77057946_-4142,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283886-2022-11-01,Hippoglossus hippoglossus,-59.27418,45.55972,O,2022-11-01T04:33:00,2022,11,1,4.55,UTC,,1,BEN_ZISSERSON,305,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.12,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.55972 -59.27418)
animals.fid--28644f0b_19c77057946_-4141,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283883-2022-11-01,Hippoglossus hippoglossus,-59.27432,45.55971,O,2022-11-01T04:06:00,2022,11,1,4.1,UTC,,1,BEN_ZISSERSON,305,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.33,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.55971 -59.27432)
animals.fid--28644f0b_19c77057946_-4140,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283885-2022-11-01,Hippoglossus hippoglossus,-59.2751,45.5596,O,2022-11-01T04:07:00,2022,11,1,4.11666667,UTC,,1,BEN_ZISSERSON,305,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.66,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.5596 -59.2751)
animals.fid--28644f0b_19c77057946_-413f,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283893-2022-11-01,Hippoglossus hippoglossus,-59.14959,45.58141,O,2022-11-01T04:18:00,2022,11,1,4.3,UTC,,1,BEN_ZISSERSON,305,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.31,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.58141 -59.14959)
animals.fid--28644f0b_19c77057946_-413e,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283890-2022-11-01,Hippoglossus hippoglossus,-59.14933,45.58141,O,2022-11-01T04:17:00,2022,11,1,4.28333333,UTC,,1,BEN_ZISSERSON,305,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.63,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.58141 -59.14933)
animals.fid--28644f0b_19c77057946_-413d,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283894-2022-11-01,Hippoglossus hippoglossus,-59.14878,45.58144,O,2022-11-01T04:16:00,2022,11,1,4.26666667,UTC,,1,BEN_ZISSERSON,305,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.75,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.58144 -59.14878)
animals.fid--28644f0b_19c77057946_-413c,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-HIP-04-2025-04-24,Hippoglossus hippoglossus,-58.91517,46.182,O,2025-04-24T17:23:00,2025,4,24,17.38333333,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.38,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (46.182 -58.91517)
animals.fid--28644f0b_19c77057946_-413b,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283895-2022-11-01,Hippoglossus hippoglossus,-59.14799,45.58164,O,2022-11-01T04:15:00,2022,11,1,4.25,UTC,,1,BEN_ZISSERSON,305,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.72,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.58164 -59.14799)
animals.fid--28644f0b_19c77057946_-413a,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283910-2022-12-06,Hippoglossus hippoglossus,-59.1277,45.5788,O,2022-12-06T00:57:00,2022,12,6,0.95,UTC,,1,BEN_ZISSERSON,340,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.35,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.5788 -59.1277)
animals.fid--28644f0b_19c77057946_-4139,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-HIP-06-2025-04-24,Hippoglossus hippoglossus,-58.882,46.16217,O,2025-04-24T18:18:00,2025,4,24,18.3,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.2,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (46.16217 -58.882)
animals.fid--28644f0b_19c77057946_-4138,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-HIP-07-2025-04-24,Hippoglossus hippoglossus,-58.88067,46.162,O,2025-04-24T18:21:00,2025,4,24,18.35,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.4,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (46.162 -58.88067)
animals.fid--28644f0b_19c77057946_-4137,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-HIP-08-2025-04-24,Hippoglossus hippoglossus,-58.87767,46.16,O,2025-04-24T18:33:00,2025,4,24,18.55,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.94,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (46.16 -58.87767)
animals.fid--28644f0b_19c77057946_-4136,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-HIP-09-2025-04-24,Hippoglossus hippoglossus,-58.8775,46.15983,O,2025-04-24T18:35:00,2025,4,24,18.58333333,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.66,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (46.15983 -58.8775)
animals.fid--28644f0b_19c77057946_-4135,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-HIP-10-2025-04-24,Hippoglossus hippoglossus,-58.87417,46.1585,O,2025-04-24T18:46:00,2025,4,24,18.76666667,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.42,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (46.1585 -58.87417)
animals.fid--28644f0b_19c77057946_-4134,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-HIP-01-2024-12-04,Hippoglossus hippoglossus,-59.1815,45.94427,O,2024-12-04T16:40:00,2024,12,4,16.66666667,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.58,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.94427 -59.1815)
animals.fid--28644f0b_19c77057946_-4133,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-HIP-02-2024-12-04,Hippoglossus hippoglossus,-59.1815,45.94427,O,2024-12-04T17:05:00,2024,12,4,17.08333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.57,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.94427 -59.1815)
animals.fid--28644f0b_19c77057946_-4132,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-HIP-11-2025-04-24,Hippoglossus hippoglossus,-58.87217,46.15633,O,2025-04-24T18:56:00,2025,4,24,18.93333333,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.88,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (46.15633 -58.87217)
animals.fid--28644f0b_19c77057946_-4131,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-HIP-12-2025-04-24,Hippoglossus hippoglossus,-58.872,46.15267,O,2025-04-24T19:09:00,2025,4,24,19.15,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.41,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (46.15267 -58.872)
animals.fid--28644f0b_19c77057946_-4130,2022-11-17T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1-2021-08-30,Hippoglossus hippoglossus,-59.54,46.12233,O,2021-08-30T16:00:00,2021,8,30,16,UTC,,1,"BRUCE CHAPMAN, WARREN JOYCE",242,ST. ANNS BANK MPA,W,Scotian Shelf and southern Grand Banks,U,,,,,,1.13,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (46.12233 -59.54)
animals.fid--28644f0b_19c77057946_-412f,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-HIP-01-2023-10-05,Hippoglossus hippoglossus,-59.24525,45.97143333,O,2023-10-05T14:45:00,2023,10,5,14.75,UTC,,1,HARRI PETTITT-WADE,278,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.39,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.9714333333333 -59.24525)
animals.fid--28644f0b_19c77057946_-412e,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-HIP-10-2023-11-26,Hippoglossus hippoglossus,-59.54305,45.97731667,O,2023-11-26T16:30:00,2023,11,26,16.5,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,JUVENILE,,,,,0.7,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.9773166666667 -59.54305)
animals.fid--28644f0b_19c77057946_-412d,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283891-2022-11-01,Hippoglossus hippoglossus,-59.15072,45.58101,O,2022-11-01T04:19:00,2022,11,1,4.31666667,UTC,,1,BEN_ZISSERSON,305,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.22,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.58101 -59.15072)
animals.fid--28644f0b_19c77057946_-412c,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-HIP-05-2023-10-06,Hippoglossus hippoglossus,-59.57147,45.9637,O,2023-10-06T18:00:00,2023,10,6,18,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.23,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.9637 -59.57147)
animals.fid--28644f0b_19c77057946_-412b,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-HIP-04-2024-12-04,Hippoglossus hippoglossus,-59.2896,45.9456,O,2024-12-04T21:51:00,2024,12,4,21.85,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.39,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.9456 -59.2896)
animals.fid--28644f0b_19c77057946_-412a,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-HIP-03-2024-12-04,Hippoglossus hippoglossus,-59.29787,45.94033,O,2024-12-04T21:48:00,2024,12,4,21.8,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.56,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.94033 -59.29787)
animals.fid--28644f0b_19c77057946_-4129,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-HIP-05-2024-12-04,Hippoglossus hippoglossus,-59.2896,45.9456,O,2024-12-04T21:51:00,2024,12,4,21.85,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.7,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.9456 -59.2896)
animals.fid--28644f0b_19c77057946_-4128,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-HIP-06-2024-12-05,Hippoglossus hippoglossus,-59.3537,45.92722,O,2024-12-05T00:30:00,2024,12,5,0.5,UTC,,1,HARRI PETTITT-WADE,340,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,1.45,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.92722 -59.3537)
animals.fid--28644f0b_19c77057946_-4127,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1283902-2022-11-01,Hippoglossus hippoglossus,-59.14479,45.5821,O,2022-11-01T04:25:00,2022,11,1,4.41666667,UTC,,1,BEN_ZISSERSON,305,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,1.58,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (45.5821 -59.14479)
animals.fid--28644f0b_19c77057946_-4126,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-HIP-01-2025-04-24,Hippoglossus hippoglossus,-58.9265,46.192,O,2025-04-24T16:42:00,2025,4,24,16.7,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,JUVENILE,,,,,0.72,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (46.192 -58.9265)
animals.fid--28644f0b_19c77057946_-4125,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-HIP-02-2025-04-24,Hippoglossus hippoglossus,-58.92233,46.19,O,2025-04-24T16:50:00,2025,4,24,16.83333333,UTC,,1,HARRI PETTITT-WADE,114,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,JUVENILE,,,,,0.7,FORK LENGTH,m,Atlantic halibut,127138,172933,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,POINT (46.19 -58.92233)
